O*NET-SOC Code	Title	Task ID	Task	Scale ID	Scale Name	Data Value	IMP_rating
27-2031.00	Dancers	7686	Study and practice dance moves required in roles.	IM	Importance	4.51	88
27-2031.00	Dancers	7687	Harmonize body movements to rhythm of musical accompaniment.	IM	Importance	4.37	84
27-2031.00	Dancers	7685	"Train, exercise, and attend dance classes to maintain high levels of technical proficiency, physical ability, and physical fitness."	IM	Importance	4.29	82
27-2031.00	Dancers	7690	Coordinate dancing with that of partners or dance ensembles.	IM	Importance	4.26	82
27-2031.00	Dancers	7693	"Develop self-understanding of physical capabilities and limitations, and choose dance styles accordingly."	IM	Importance	4.12	78
27-2031.00	Dancers	7688	"Perform classical, modern, or acrobatic dances in productions, expressing stories, rhythm, and sound with their bodies."	IM	Importance	4.12	78
27-2031.00	Dancers	7689	Collaborate with choreographers to refine or modify dance steps.	IM	Importance	4.11	78
27-2031.00	Dancers	7692	Audition for dance roles or for membership in dance companies.	IM	Importance	4.04	76
27-2031.00	Dancers	7691	"Attend costume fittings, photography sessions, and makeup calls associated with dance performances."	IM	Importance	3.67	67
27-2031.00	Dancers	7694	Monitor the field of dance to remain aware of current trends and innovations.	IM	Importance	3.36	59
27-2031.00	Dancers	21141	"Prepare pointe shoes, by sewing or other means, for use in rehearsals and performance."	IM	Importance	4.69	92
27-2031.00	Dancers	7697	"Perform in productions, singing or acting in addition to dancing, if required."	IM	Importance	4.27	82
27-2031.00	Dancers	7695	Teach dance students.	IM	Importance	3.22	56
27-2031.00	Dancers	7696	Devise and choreograph dance for self or others.	IM	Importance	2.89	47
27-2032.00	Choreographers	11028	Direct rehearsals to instruct dancers in dance steps and in techniques to achieve desired effects.	IM	Importance	4.7	93
27-2032.00	Choreographers	11032	"Advise dancers on standing and moving properly, teaching correct dance techniques to help prevent injuries."	IM	Importance	4.57	89
27-2032.00	Choreographers	11038	"Teach students, dancers, and other performers about rhythm and interpretive movement."	IM	Importance	4.35	84
27-2032.00	Choreographers	11043	"Record dance movements and their technical aspects, using a technical understanding of the patterns and formations of choreography."	IM	Importance	4.25	81
27-2032.00	Choreographers	11035	Direct and stage dance presentations for various forms of entertainment.	IM	Importance	4.25	81
27-2032.00	Choreographers	11031	"Choose the music, sound effects, or spoken narrative to accompany a dance."	IM	Importance	4.05	76
27-2032.00	Choreographers	11040	"Experiment with different types of dancers, steps, dances, and placements, testing ideas informally to get feedback from dancers."	IM	Importance	3.95	74
27-2032.00	Choreographers	11041	"Seek influences from other art forms, such as theatre, the visual arts, and architecture."	IM	Importance	3.95	74
27-2032.00	Choreographers	11036	"Develop ideas for creating dances, keeping notes and sketches to record influences."	IM	Importance	3.9	73
27-2032.00	Choreographers	11033	Coordinate production music with music directors.	IM	Importance	3.85	71
27-2032.00	Choreographers	11030	"Design dances for individual dancers, dance companies, musical theatre, opera, fashion shows, film, television productions, and special events, and for dancers ranging from beginners to professionals."	IM	Importance	3.81	70
27-2032.00	Choreographers	11034	Audition performers for one or more dance parts.	IM	Importance	3.75	69
27-2032.00	Choreographers	11039	Assess students' dancing abilities to determine where improvement or change is needed.	IM	Importance	3.74	69
27-2032.00	Choreographers	11042	"Design sets, lighting, costumes, and other artistic elements of productions, in collaboration with cast members."	IM	Importance	3.62	66
27-2032.00	Choreographers	11037	"Train, exercise, and attend dance classes to maintain high levels of technical proficiency, physical ability, and physical fitness."	IM	Importance	3.61	65
27-2032.00	Choreographers	11029	Read and study story lines and musical scores to determine how to translate ideas and moods into dance movements.	IM	Importance	3.57	64
27-2032.00	Choreographers	11045	"Manage dance schools, or assist in their management."	IM	Importance	3.27	57
27-2032.00	Choreographers	11044	"Restage traditional dances and works in dance companies' repertoires, developing new interpretations."	IM	Importance	2.84	46
27-2041.00	Music Directors and Composers	22544	"Use gestures to shape the music being played, communicating desired tempo, phrasing, tone, color, pitch, volume, and other performance aspects."	IM	Importance	4.78	95
27-2041.00	Music Directors and Composers	22545	"Direct groups at rehearsals and live or recorded performances to achieve desired effects such as tonal and harmonic balance dynamics, rhythm, and tempo."	IM	Importance	4.65	91
27-2041.00	Music Directors and Composers	22546	"Study scores to learn the music in detail, and to develop interpretations."	IM	Importance	4.61	90
27-2041.00	Music Directors and Composers	22547	"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies."	IM	Importance	4.52	88
27-2041.00	Music Directors and Composers	22548	"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed."	IM	Importance	4.52	88
27-2041.00	Music Directors and Composers	22549	"Determine voices, instruments, harmonic structures, rhythms, tempos, and tone balances required to achieve the effects desired in a musical composition."	IM	Importance	4.36	84
27-2041.00	Music Directors and Composers	22550	"Experiment with different sounds, and types and pieces of music, using synthesizers and computers as necessary to test and evaluate ideas."	IM	Importance	4.29	82
27-2041.00	Music Directors and Composers	22551	"Transcribe ideas for musical compositions into musical notation, using instruments, pen and paper, or computers."	IM	Importance	4.18	80
27-2041.00	Music Directors and Composers	22552	Audition and select performers for musical presentations.	IM	Importance	4.15	79
27-2041.00	Music Directors and Composers	22553	"Plan and schedule rehearsals and performances, and arrange details such as locations, accompanists, and instrumentalists."	IM	Importance	4.13	78
27-2041.00	Music Directors and Composers	22554	"Write musical scores for orchestras, bands, choral groups, or individual instrumentalists or vocalists, using knowledge of music theory and of instrumental and vocal capabilities."	IM	Importance	4	75
27-2041.00	Music Directors and Composers	22555	Position members within groups to obtain balance among instrumental or vocal sections.	IM	Importance	3.9	73
27-2041.00	Music Directors and Composers	22556	"Perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials."	IM	Importance	3.86	72
27-2041.00	Music Directors and Composers	22557	Confer with producers and directors to define the nature and placement of film or television music.	IM	Importance	3.85	71
27-2041.00	Music Directors and Composers	22558	Meet with soloists and concertmasters to discuss and prepare for performances.	IM	Importance	3.83	71
27-2041.00	Music Directors and Composers	22559	"Fill in details of orchestral sketches, such as adding vocal parts to scores."	IM	Importance	3.82	71
27-2041.00	Music Directors and Composers	22560	Explore and develop musical ideas based on sources such as imagination or sounds in the environment.	IM	Importance	3.79	70
27-2041.00	Music Directors and Composers	22561	"Write music for commercial mediums, including advertising jingles or film soundtracks."	IM	Importance	3.78	70
27-2041.00	Music Directors and Composers	22562	Transpose music from one voice or instrument to another to accommodate particular musicians.	IM	Importance	3.75	69
27-2041.00	Music Directors and Composers	22563	"Rewrite original musical scores in different musical styles by changing rhythms, harmonies, or tempos."	IM	Importance	3.66	67
27-2041.00	Music Directors and Composers	22564	"Arrange music composed by others, changing the music to achieve desired effects."	IM	Importance	3.54	64
27-2041.00	Music Directors and Composers	22565	"Assign and review staff work in such areas as scoring, arranging, and copying music, and vocal coaching."	IM	Importance	3.52	63
27-2041.00	Music Directors and Composers	22566	Study films or scripts to determine how musical scores can be used to create desired effects or moods.	IM	Importance	3.47	62
27-2041.00	Music Directors and Composers	22567	"Transcribe musical compositions and melodic lines to adapt them to a particular group, or to create a particular musical style."	IM	Importance	3.46	62
27-2041.00	Music Directors and Composers	22568	"Create original musical forms, or write within circumscribed musical forms such as sonatas, symphonies, or operas."	IM	Importance	3.41	60
27-2041.00	Music Directors and Composers	22569	"Collaborate with other colleagues, such as copyists, to complete final scores."	IM	Importance	3.4	60
27-2041.00	Music Directors and Composers	22570	Copy parts from scores for individual performers.	IM	Importance	3.25	56
27-2041.00	Music Directors and Composers	22571	"Coordinate and organize tours, or hire touring companies to arrange concert dates, venues, accommodations, and transportation for longer tours."	IM	Importance	3.5	63
27-2042.00	Musicians and Singers	22574	"Perform before live audiences in concerts, recitals, educational presentations, and other social gatherings."	IM	Importance	4.69	92
27-2042.00	Musicians and Singers	22575	Sing a cappella or with musical accompaniment.	IM	Importance	4.69	92
27-2042.00	Musicians and Singers	22576	"Interpret or modify music, applying knowledge of harmony, melody, rhythm, and voice production to individualize presentations and maintain audience interest."	IM	Importance	4.63	91
27-2042.00	Musicians and Singers	22577	Specialize in playing a specific family of instruments or a particular type of music.	IM	Importance	4.61	90
27-2042.00	Musicians and Singers	22578	Sing as a soloist or as a member of a vocal group.	IM	Importance	4.6	90
27-2042.00	Musicians and Singers	22579	Observe choral leaders or prompters for cues or directions in vocal presentation.	IM	Importance	4.57	89
27-2042.00	Musicians and Singers	22580	"Memorize musical selections and routines, or sing following printed text, musical notation, or customer instructions."	IM	Importance	4.55	89
27-2042.00	Musicians and Singers	22581	"Play musical instruments as soloists, or as members or guest artists of musical groups such as orchestras, ensembles, or bands."	IM	Importance	4.41	85
27-2042.00	Musicians and Singers	22582	Sight-read musical parts during rehearsals.	IM	Importance	4.36	84
27-2042.00	Musicians and Singers	22583	Play from memory or by following scores.	IM	Importance	4.32	83
27-2042.00	Musicians and Singers	22584	Practice singing exercises and study with vocal coaches to develop voice and skills and to rehearse for upcoming roles.	IM	Importance	4.16	79
27-2042.00	Musicians and Singers	22585	Listen to recordings to master pieces or to maintain and improve skills.	IM	Importance	3.92	73
27-2042.00	Musicians and Singers	22586	Teach music for specific instruments.	IM	Importance	3.81	70
27-2042.00	Musicians and Singers	22587	"Provide the musical background for live shows, such as ballets, operas, musical theatre, and cabarets."	IM	Importance	3.75	69
27-2042.00	Musicians and Singers	22588	"Audition for orchestras, bands, or other musical groups."	IM	Importance	3.71	68
27-2042.00	Musicians and Singers	22589	Seek out and learn new music suitable for live performance or recording.	IM	Importance	3.54	64
27-2042.00	Musicians and Singers	22590	Make or participate in recordings in music studios.	IM	Importance	3.42	61
27-2042.00	Musicians and Singers	22591	Promote their own or their group's music by participating in media interviews and other activities.	IM	Importance	3.41	60
27-2042.00	Musicians and Singers	22592	Make or participate in recordings.	IM	Importance	3.2	55
27-2042.00	Musicians and Singers	22593	"Research particular roles to find out more about a character, or the time and place in which a piece is set."	IM	Importance	4	75
27-2042.00	Musicians and Singers	22594	"Learn acting, dancing, and other skills required for dramatic singing roles."	IM	Importance	3.86	72
27-2042.00	Musicians and Singers	22595	"Transpose music to alternate keys, or to fit individual styles or purposes."	IM	Importance	3.34	59
27-2042.00	Musicians and Singers	22596	Direct bands or orchestras.	IM	Importance	3.28	57
27-2042.00	Musicians and Singers	22597	Compose songs or create vocal arrangements.	IM	Importance	3.27	57
27-2042.00	Musicians and Singers	22598	Arrange and edit music to fit style and purpose.	IM	Importance	3.19	55
27-2042.00	Musicians and Singers	22599	Improvise music during performances.	IM	Importance	3.11	53
27-2042.00	Musicians and Singers	22600	"Collaborate with a manager or agent who handles administrative details, finds work, and negotiates contracts."	IM	Importance	3	50
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3925	Read news flashes to inform audiences of important events.	IM	Importance	4.59	90
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3935	"Announce musical selections, station breaks, commercials, or public service information, and accept requests from listening audience."	IM	Importance	4.58	90
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3934	Operate control consoles.	IM	Importance	4.53	88
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	20887	"Identify stations, and introduce or close shows, ad-libbing or using memorized or read scripts."	IM	Importance	4.49	87
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3928	Study background information to prepare for programs or interviews.	IM	Importance	4.4	85
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3924	"Prepare and deliver news, sports, or weather reports, gathering and rewriting material so that it will convey required information and fit specific time slots."	IM	Importance	4.36	84
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3937	Record commercials for later broadcast.	IM	Importance	4.35	84
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3936	"Keep daily program logs to provide information on all elements aired during broadcast, such as musical selections and station promotions."	IM	Importance	4.33	83
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	20888	Develop story lines for broadcasts.	IM	Importance	4.21	80
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3927	"Select program content, in conjunction with producers and assistants, based on factors such as program specialties, audience tastes, or requests from the public."	IM	Importance	4.14	79
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	20889	Write and edit video and scripts for broadcasts.	IM	Importance	4.05	76
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3930	"Interview show guests about their lives, their work, or topics of current interest."	IM	Importance	4.04	76
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3929	"Comment on music and other matters, such as weather or traffic conditions."	IM	Importance	3.92	73
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3933	Make promotional appearances at public or private events to represent their employers.	IM	Importance	3.77	69
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3942	"Provide commentary and conduct interviews during sporting events, parades, conventions, or other events."	IM	Importance	3.68	67
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3932	"Host civic, charitable, or promotional events broadcast over television or radio."	IM	Importance	3.49	62
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3938	Locate guests to appear on talk or interview shows.	IM	Importance	3.42	61
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3940	"Coordinate games, contests, or other on-air competitions, performing such duties as asking questions and awarding prizes."	IM	Importance	3.42	61
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3941	Attend press conferences to gather information for broadcast.	IM	Importance	3.22	56
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	20890	Maintain organization of the music library.	IM	Importance	4.02	76
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3931	Discuss various topics over the telephone with viewers or listeners.	IM	Importance	3.46	62
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3944	"Moderate panels or discussion shows on topics such as current affairs, art, or education."	IM	Importance	3.32	58
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3943	Give network cues permitting selected stations to receive programs.	IM	Importance	3.29	57
27-3011.00	Broadcast Announcers and Radio Disc Jockeys	3939	Describe or demonstrate products that viewers may purchase through specific shows or in stores.	IM	Importance	3.17	54
27-3023.00	"News Analysts, Reporters, and Journalists"	22623	"Write commentaries, columns, or scripts, using computers."	IM	Importance	4.77	94
27-3023.00	"News Analysts, Reporters, and Journalists"	22624	Coordinate and serve as an anchor on news broadcast programs.	IM	Importance	4.75	94
27-3023.00	"News Analysts, Reporters, and Journalists"	22625	"Examine news items of local, national, and international significance to determine topics to address, or obtain assignments from editorial staff members."	IM	Importance	4.68	92
27-3023.00	"News Analysts, Reporters, and Journalists"	22626	Analyze and interpret news and information received from various sources to broadcast the information.	IM	Importance	4.67	92
27-3023.00	"News Analysts, Reporters, and Journalists"	22627	Receive assignments or evaluate leads or tips to develop story ideas.	IM	Importance	4.67	92
27-3023.00	"News Analysts, Reporters, and Journalists"	22628	Research a story's background information to provide complete and accurate information.	IM	Importance	4.62	91
27-3023.00	"News Analysts, Reporters, and Journalists"	22629	Arrange interviews with people who can provide information about a story.	IM	Importance	4.52	88
27-3023.00	"News Analysts, Reporters, and Journalists"	22630	"Gather information and develop perspectives about news subjects through research, interviews, observation, and experience."	IM	Importance	4.51	88
27-3023.00	"News Analysts, Reporters, and Journalists"	22631	"Select material most pertinent to presentation, and organize this material into appropriate formats."	IM	Importance	4.5	88
27-3023.00	"News Analysts, Reporters, and Journalists"	22632	"Present news stories, and introduce in-depth videotaped segments or live transmissions from on-the-scene reporters."	IM	Importance	4.43	86
27-3023.00	"News Analysts, Reporters, and Journalists"	22633	Establish and maintain relationships with individuals who are credible sources of information.	IM	Importance	4.38	85
27-3023.00	"News Analysts, Reporters, and Journalists"	22634	"Report news stories for publication or broadcast, describing the background and details of events."	IM	Importance	4.33	83
27-3023.00	"News Analysts, Reporters, and Journalists"	22635	Revise work to meet editorial approval or to fit time or space requirements.	IM	Importance	4.3	83
27-3023.00	"News Analysts, Reporters, and Journalists"	22636	Review and evaluate notes taken about news events to isolate pertinent facts and details.	IM	Importance	4.29	82
27-3023.00	"News Analysts, Reporters, and Journalists"	22637	"Investigate breaking news developments, such as disasters, crimes, or human-interest stories."	IM	Importance	4.25	81
27-3023.00	"News Analysts, Reporters, and Journalists"	22638	"Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines."	IM	Importance	4.1	78
27-3023.00	"News Analysts, Reporters, and Journalists"	22639	"Report on specialized fields such as medicine, green technology, environmental issues, science, politics, sports, arts, consumer affairs, business, religion, crime, or education."	IM	Importance	4	75
27-3023.00	"News Analysts, Reporters, and Journalists"	22640	"Determine a published or broadcasted story's emphasis, length, and format, organizing material accordingly."	IM	Importance	3.95	74
27-3023.00	"News Analysts, Reporters, and Journalists"	22641	"Transmit news stories or reporting information from remote locations, using equipment such as satellite phones, telephones, fax machines, or modems."	IM	Importance	3.94	74
27-3023.00	"News Analysts, Reporters, and Journalists"	22642	"Check reference materials, such as books, news files, or public records, to obtain relevant facts."	IM	Importance	3.81	70
27-3023.00	"News Analysts, Reporters, and Journalists"	22643	Discuss issues with editors to establish priorities or positions.	IM	Importance	3.77	69
27-3023.00	"News Analysts, Reporters, and Journalists"	22644	Photograph or videotape news events.	IM	Importance	3.71	68
27-3023.00	"News Analysts, Reporters, and Journalists"	22645	Present live or recorded commentary via broadcast media.	IM	Importance	3.67	67
27-3023.00	"News Analysts, Reporters, and Journalists"	22646	"Take pictures or video, and process them for inclusion in a story."	IM	Importance	3.67	67
27-3023.00	"News Analysts, Reporters, and Journalists"	22647	Conduct taped or filmed interviews or narratives.	IM	Importance	3.59	65
27-3023.00	"News Analysts, Reporters, and Journalists"	22648	"Develop ideas or material for columns or commentaries by analyzing and interpreting news, current issues, or personal experiences."	IM	Importance	3.58	65
27-3023.00	"News Analysts, Reporters, and Journalists"	22649	"Communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone."	IM	Importance	3.45	61
27-3023.00	"News Analysts, Reporters, and Journalists"	22650	"Write online blog entries that address news developments or offer additional information, opinions, or commentary on news events."	IM	Importance	3.35	59
27-3023.00	"News Analysts, Reporters, and Journalists"	22651	Assign stories to other reporters or duties to production staff.	IM	Importance	3.27	57
27-3023.00	"News Analysts, Reporters, and Journalists"	22652	"Write columns, editorials, commentaries, or reviews that interpret events or offer opinions."	IM	Importance	3.12	53
27-3031.00	Public Relations Specialists	1764	Respond to requests for information from the media or designate an appropriate spokesperson or information source.	IM	Importance	4.55	89
27-3031.00	Public Relations Specialists	20555	"Plan or direct development or communication of programs to maintain favorable public or stockholder perceptions of an organization's accomplishments, agenda, or environmental responsibility."	IM	Importance	4.41	85
27-3031.00	Public Relations Specialists	23951	Post and update content on the company's Web site and social media outlets.	IM	Importance	4.41	85
27-3031.00	Public Relations Specialists	20554	Write press releases or other media communications to promote clients.	IM	Importance	4.38	85
27-3031.00	Public Relations Specialists	1765	"Establish or maintain cooperative relationships with representatives of community, consumer, employee, or public interest groups."	IM	Importance	4.23	81
27-3031.00	Public Relations Specialists	1770	Confer with other managers to identify trends or key group interests or concerns or to provide advice on business decisions.	IM	Importance	4.18	80
27-3031.00	Public Relations Specialists	1772	Coach client representatives in effective communication with the public or with employees.	IM	Importance	4.14	79
27-3031.00	Public Relations Specialists	1769	"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services."	IM	Importance	4.1	78
27-3031.00	Public Relations Specialists	20557	"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences."	IM	Importance	3.9	73
27-3031.00	Public Relations Specialists	1768	"Arrange public appearances, lectures, contests, or exhibits for clients to increase product or service awareness or to promote goodwill."	IM	Importance	3.86	72
27-3031.00	Public Relations Specialists	1775	"Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management."	IM	Importance	3.76	69
27-3031.00	Public Relations Specialists	19811	"Develop plans or materials to communicate organizational activities that are beneficial to the environment, public safety, or other important social issues."	IM	Importance	3.76	69
27-3031.00	Public Relations Specialists	1767	Confer with production or support personnel to produce or coordinate production of advertisements or promotions.	IM	Importance	3.52	63
27-3031.00	Public Relations Specialists	1771	"Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals."	IM	Importance	3.4	60
27-3031.00	Public Relations Specialists	1773	Prepare or deliver speeches to further public relations objectives.	IM	Importance	3.36	59
27-3031.00	Public Relations Specialists	19809	Coordinate public responses to environmental management incidents or conflicts.	IM	Importance	3.64	66
27-3031.00	Public Relations Specialists	19810	Develop marketing campaigns for environmental technologies or services.	IM	Importance	2.83	46
27-3031.00	Public Relations Specialists	1774	Purchase advertising space or time as required to promote client's product or agenda.	IM	Importance	2.78	45
27-3041.00	Editors	1777	"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax."	IM	Importance	4.55	89
27-3041.00	Editors	1780	"Verify facts, dates, and statistics, using standard reference sources."	IM	Importance	4.48	87
27-3041.00	Editors	1786	"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication."	IM	Importance	4.47	87
27-3041.00	Editors	1782	"Develop story or content ideas, considering reader or audience appeal."	IM	Importance	4.42	86
27-3041.00	Editors	1776	"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work."	IM	Importance	4.3	83
27-3041.00	Editors	1783	"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements."	IM	Importance	4.2	80
27-3041.00	Editors	21000	"Write text, such as stories, articles, editorials, or newsletters."	IM	Importance	4.13	78
27-3041.00	Editors	1789	Supervise and coordinate work of reporters and other editors.	IM	Importance	4.13	78
27-3041.00	Editors	1784	Confer with management and editorial staff members regarding placement and emphasis of developing news stories.	IM	Importance	4.09	77
27-3041.00	Editors	1779	"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements."	IM	Importance	4.08	77
27-3041.00	Editors	1781	Review and approve proofs submitted by composing room prior to publication production.	IM	Importance	3.96	74
27-3041.00	Editors	1785	"Assign topics, events and stories to individual writers or reporters for coverage."	IM	Importance	3.67	67
27-3041.00	Editors	1788	"Meet frequently with artists, typesetters, layout personnel, marketing directors, and production managers to discuss projects and resolve problems."	IM	Importance	3.57	64
27-3041.00	Editors	1787	"Monitor news-gathering operations to ensure utilization of all news sources, such as press releases, telephone contacts, radio, television, wire services, and other reporters."	IM	Importance	4.1	78
27-3041.00	Editors	1791	"Select local, state, national, and international news items received from wire services, based on assessment of items' significance and interest value."	IM	Importance	3.93	73
27-3041.00	Editors	1778	"Allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles."	IM	Importance	3.81	70
27-3041.00	Editors	1790	Make manuscript acceptance or revision recommendations to the publisher.	IM	Importance	3.76	69
27-3041.00	Editors	1793	"Direct the policies and departments of newspapers, magazines and other publishing establishments."	IM	Importance	3.75	69
27-3041.00	Editors	1794	Arrange for copyright permissions.	IM	Importance	3.15	54
27-3041.00	Editors	1792	"Interview and hire writers and reporters or negotiate contracts, royalties, and payments for authors or freelancers."	IM	Importance	3.12	53
27-3041.00	Editors	1795	"Read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location."	IM	Importance	2.54	39
27-3042.00	Technical Writers	3966	"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology."	IM	Importance	4.72	93
27-3042.00	Technical Writers	3967	Maintain records and files of work and revisions.	IM	Importance	4.23	81
27-3042.00	Technical Writers	3968	"Edit, standardize, or make changes to material prepared by other writers or establishment personnel."	IM	Importance	4.03	76
27-3042.00	Technical Writers	3971	"Select photographs, drawings, sketches, diagrams, and charts to illustrate material."	IM	Importance	4.01	75
27-3042.00	Technical Writers	3973	Interview production and engineering personnel and read journals and other material to become familiar with product technologies and production methods.	IM	Importance	3.95	74
27-3042.00	Technical Writers	20243	Develop or maintain online help documentation.	IM	Importance	3.94	74
27-3042.00	Technical Writers	3976	Assist in laying out material for publication.	IM	Importance	3.85	71
27-3042.00	Technical Writers	3972	"Study drawings, specifications, mockups, and product samples to integrate and delineate technology, operating procedure, and production sequence and detail."	IM	Importance	3.84	71
27-3042.00	Technical Writers	3975	"Arrange for typing, duplication, and distribution of material."	IM	Importance	3.82	71
27-3042.00	Technical Writers	3974	"Observe production, developmental, and experimental activities to determine operating procedure and detail."	IM	Importance	3.81	70
27-3042.00	Technical Writers	3978	"Review manufacturer's and trade catalogs, drawings and other data relative to operation, maintenance, and service of equipment."	IM	Importance	3.73	68
27-3042.00	Technical Writers	3977	Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.	IM	Importance	3.7	68
27-3042.00	Technical Writers	3979	Draw sketches to illustrate specified materials or assembly sequence.	IM	Importance	3.69	67
27-3042.00	Technical Writers	3970	"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding."	IM	Importance	3.65	66
27-3042.00	Technical Writers	3969	"Confer with customer representatives, vendors, plant executives, or publisher to establish technical specifications and to determine subject material to be developed for publication."	IM	Importance	3.51	63
27-3043.00	Writers and Authors	22656	"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information."	IM	Importance	4.46	87
27-3043.00	Writers and Authors	22655	Vary language and tone of messages based on product and medium.	IM	Importance	4.43	86
27-3043.00	Writers and Authors	22654	Present drafts and ideas to clients.	IM	Importance	4.24	81
27-3043.00	Writers and Authors	22653	"Discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy."	IM	Importance	4.23	81
27-3043.00	Writers and Authors	22660	"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products."	IM	Importance	3.71	68
27-3043.00	Writers and Authors	22657	"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material."	IM	Importance	3.7	68
27-3043.00	Writers and Authors	22658	Conduct research and interviews to determine which of a product's selling features should be promoted.	IM	Importance	3.57	64
27-3043.00	Writers and Authors	22659	"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material."	IM	Importance	3.48	62
27-3043.05	"Poets, Lyricists and Creative Writers"	11051	"Write fiction or nonfiction prose, such as short stories, novels, biographies, articles, descriptive or critical analyses, and essays."	IM	Importance	4.71	93
27-3043.05	"Poets, Lyricists and Creative Writers"	11052	"Develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue to create material."	IM	Importance	4.67	92
27-3043.05	"Poets, Lyricists and Creative Writers"	11046	"Revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers."	IM	Importance	4.64	91
27-3043.05	"Poets, Lyricists and Creative Writers"	11047	"Choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events."	IM	Importance	4.55	89
27-3043.05	"Poets, Lyricists and Creative Writers"	11049	"Prepare works in appropriate format for publication, and send them to publishers or producers."	IM	Importance	4.45	86
27-3043.05	"Poets, Lyricists and Creative Writers"	11054	"Conduct research to obtain factual information and authentic detail, using sources such as newspaper accounts, diaries, and interviews."	IM	Importance	4.35	84
27-3043.05	"Poets, Lyricists and Creative Writers"	11053	"Confer with clients, editors, publishers, or producers to discuss changes or revisions to written material."	IM	Importance	4.23	81
27-3043.05	"Poets, Lyricists and Creative Writers"	11048	"Plan project arrangements or outlines, and organize material accordingly."	IM	Importance	4	75
27-3043.05	"Poets, Lyricists and Creative Writers"	11050	Follow appropriate procedures to get copyrights for completed work.	IM	Importance	3.47	62
27-3043.05	"Poets, Lyricists and Creative Writers"	11056	"Attend book launches and publicity events, or conduct public readings."	IM	Importance	3	50
27-3043.05	"Poets, Lyricists and Creative Writers"	11055	"Write narrative, dramatic, lyric, or other types of poetry for publication."	IM	Importance	4.36	84
27-3043.05	"Poets, Lyricists and Creative Writers"	11057	"Write words to fit musical compositions, including lyrics for operas, musical plays, and choral works."	IM	Importance	4.29	82
27-3043.05	"Poets, Lyricists and Creative Writers"	11058	Adapt text to accommodate musical requirements of composers and singers.	IM	Importance	4.29	82
27-3043.05	"Poets, Lyricists and Creative Writers"	11060	"Write humorous material for publication, or for performances such as comedy routines, gags, and comedy shows."	IM	Importance	3.38	60
